"id.age.sex.region.income.married.children.car.save_act.current_act.mortgage.pep"	"num"
"ID12688,43,FEMALE,TOWN,31273.8,NO,1,YES,YES,NO,NO,YES"	588
"ID12689,58,MALE,RURAL,49673.6,YES,0,NO,YES,YES,NO,NO"	589
"ID12690,29,MALE,SUBURBAN,12623.4,YES,1,YES,YES,YES,NO,NO"	590
"ID12691,25,MALE,INNER_CITY,23818.6,YES,0,NO,NO,NO,NO,NO"	591
"ID12692,40,FEMALE,INNER_CITY,31473.9,NO,2,NO,YES,YES,YES,YES"	592
"ID12693,48,MALE,TOWN,20268,YES,0,NO,YES,YES,NO,NO"	593
"ID12694,65,MALE,SUBURBAN,51417,YES,2,NO,YES,YES,NO,YES"	594
"ID12695,59,FEMALE,RURAL,30971.8,YES,3,YES,YES,YES,YES,NO"	595
"ID12696,61,FEMALE,INNER_CITY,47025,NO,2,YES,YES,YES,YES,NO"	596
"ID12697,30,FEMALE,INNER_CITY,9672.25,YES,0,YES,YES,YES,NO,NO"	597
"ID12698,31,FEMALE,TOWN,15976.3,YES,0,YES,YES,NO,NO,YES"	598
"ID12699,29,MALE,INNER_CITY,14711.8,YES,0,NO,YES,NO,YES,NO"	599
"ID12700,38,MALE,TOWN,26671.6,NO,0,YES,NO,YES,YES,YES"	600
